食材名稱,同義詞
荸薺,地梨
辣椒,Red Pepper
茄汁炒飯,茄醬炒飯
義大利麵,意大利面
山楂,山楂乾
紹興酒,黃酒
芥蘭菜,芥蘭
飯,乾飯
馬茲拉起司,馬自拉起司
巴西里,巴西里
玫瑰花,乾燥玫瑰花苞
荔枝蜜,荔枝蜜
雞卷沾醬,雞卷沾醬
奧勒岡,牛至
魚餃,魚餃
糯米,香糯
魚餅,魚餅
雲吞,餛飩
翡翠椒,翡翠椒
龍葵,龍葵
酒麴,香糟
花椒,山椒
西瓜,黑美人西瓜
棒棒腿,雞下髀
荷蘭豆,莢豌豆
栗子,秋栗
諾鈣C發泡錠,發泡錠
肉餡,基礎肉餡
照燒豬肉,照燒豬肉
植物油,純正芥花油
十全藥包,十全藥燉中藥材
伍斯特醬,Worcester汁
豬梅花肉,梅花里肌
滷汁,綜合魯包
香鬆,市售香鬆
糖果,棒棒糖
豬油,豬板油
腰果,雞腰果
炒飯,桂冠微波炒飯
過溝菜,過衰貓
青花椒,四川青花椒
蒜味醬,香蒜抹醬
雞肝,雞瞄
香草雞,香草雞
滷肉,滷肉
櫻桃派,櫻桃派
大阪燒醬汁,日式大阪燒醬
蝦仁,草蝦仁
潛水艇堡,潛艇堡
香精,香蘭葉濃縮液
消化餅乾,消化餅碎
印度香料,坦都香料粉
無子葡萄,無子葡萄
瑪斯卡彭起司,瑪斯卡彭
荸薺,孛薺
粗豆醬,粗豆醬
肥膘,肥膘
Oreo餅乾,OREO
蠔醬,蠔醬
豬脆管,豬脆管
消化餅乾,全麥消化餅乾
瑪斯卡彭起司,瑪斯卡彭起司
巴西里,巴西利
苦茶油,茶油
黑木耳,野生川耳
蘿蔓萵苣,籮蔓
七味粉,七味
牛排,牛排肉
古斯米,COUSCOUS
醬油膏,LEHO蘭級蔭油
豬里肌,小里肌肉
鹽漬紅鮭,鹽漬紅鮭
粉皮,粉皮條
大白菜,大白菜葉
香料,乾燥香料
水,熱水
紅條魚,野生東星斑
熱帶風情茶包,熱帶風情茶包
益母草,茺蔚
客家褔菜,客家褔菜
羊里肌肉,羊大里肌
漢堡麵包,漢堡麵包
棒棒腿,小雞腱
凱薩醬,經典凱薩醬
黃麻菜,埃及帝王菜
蒜蓉蔥油膏,蒜蓉油膏醬
醋栗,鵝莓
紅罌栗泥,裝飾用紅罌栗泥
羊腰脊肉,羊腰脊
番薯,紫芋甘藷
格呂耶爾起司,GruyereCheese
鮭魚,鮭魚尾
蒜,蒜頭末
梅子粉,梅粉
糖果,蝴蝶結-心型糖果
西檸汁,西檸汁
車輪餅,車輪餅
甘草,甘草片
牛腱,腱子心
穀片,家樂氏Special K香脆麥米片
黑芝麻粉,芝?
麥粉,全粒粉
蔓越莓,曼越莓
塔皮,市售小塔皮
莓果乾,野櫻莓果乾
馬茲拉起司,馬芝瑞拉起司條
黑木耳,木蛾
牛肉湯,牛肉湯
辣根,馬蘿蔔
梅精,梅精
珍珠菇,姬菇
臻果巧可力醬,臻果巧可力醬
假人蔘,土洋參
抹茶粉,枺茶粉
木瓜,紅木瓜
燒肉丼醬,本廚房-燒肉丼醬
義式肉腸,義式肉腸
蔥燒湯頭,蔥燒湯頭
鷹嘴豆,雪蓮子
焗豆,烤豆子
芒果,土芒果
絲瓜,絲 瓜
酸豆角,酸江豆
甘露子,旱螺螄
棒棒腿,棒腿塊
鰤魚,青甘
山葵葉,山葵葉
苦瓜,苦瓜片
辣椒醬,塔巴斯可
燒鴨,燒鴨肉
乾蔥頭,乾蔥頭
芋頭,芋頭
鰤魚,平安魚
洋菜,洋菜
麥芽,天然麥芽
青江菜,青江葉
藍起司,藍芝士
披薩皮,芝心比薩皮
洋菇,洋菇
海鹽,鹽花
軟絲仔?,軟絲
巧克力,黑朱古力
豬小腸,豬小腸
奶油起司,CreamCheese
塔塔粉,他他粉
油蔥酥,油蔥酥
山竹,倒捻子
漢堡,漢堡包
豬里肌肉片,豬里肌切薄片
齋湯,齋湯
莓果乾,莓乾
年糕,甜年糕片
魚酥,魚酥
清湯底,料理湯包
炒飯,炒飯
辣椒,小紅尖椒
豬耳朵,豬耳
馬茲拉起司,馬蘇里拉球乾酪
親子丼醬,親子丼自調醬
辣椒,紅辣椒碎
起司,法國奶酪
甘露子,螺螄菜
葫蘆,扁蒲
牛尾,牛尾
粽,肉粽淋醬
蘿蔓萵苣,羅蔓心
糖醋醬,甜酸醬
茼蒿,茼蒿
蔥油餅,蔥油派
奇異果,獼猴桃
紅豆,有機大紅豆
培根,培 根
和風炊飯,和風炊飯
包子,包子
粉圓,濕粉圓
筍,荀丁
鰤魚,鰤魚
蔥,蔥碎
麵疙瘩,麵疙瘩
葡萄糖,葡萄糖
通心粉,螺旋通心粉
咖哩雞醬料包,咖哩雞醬料包
蓮霧,天桃
香鬆,明太子香鬆
芒果,黑香芒果
茄子,長茄子
味噌,淡味增
豆漿,豆奶
旗魚,旗魚片
荷葉,荷葉
雞腿菇,毛頭鬼傘
地瓜球,QQ球
肉丸,瑞典肉丸
香蒜粉,田園粉
雞汁,蒸雞汁
筍,筍片
可可豆,可可豆
黃瓜,葫瓜
花生,花生米
蝦,砂蝦
豬里肌,家樂福嚴選豬里肌
酸豆,酸豆
小番茄,紅車厘茄
海燕窩,珊瑚藻
金桔汁,金桔汁
鴨胸,豪野鴨胸
香魚,年魚
﻿牛肉,牛仔肉
全雞,生雞
棺材板,棺材板
椒鹽,椒鹽粉
湯圓,桂冠芝麻湯圓
蝦,大蝦乾
粄條,粄條
瑞可達起司,全脂瑞可達起司 whole-milk ricotta cheese
醬瓜,蔭瓜
龍眼汁,龍眼汁
義大利甜醋,balsamic vinegar
甜椒,紅彩椒
蔥,乾燥香蔥末
雞汁,康寶鮮雞汁
豬五花肉,豬腩肉
破布籽,破布籽
麥粉,義大利硬小麥粉
秋葵,秋 葵
黃色色素,食用色素-橘
酸菜,帶葉酸菜
酒,利口酒
栗子,甘栗
烏梅,烏梅
食茱萸,刺江某
荸薺,荸 薺
糖花,糖花
海鹽,海鹽
魚丸,魚丸
雞翅,雞翼
蒜味粉,蒜味粉
脆桃,脆桃
苦苣,法國捲心葉
紅腰豆,腎豆
紅糟,紅麴醬
食茱萸,毛越椒
泡椒,?辣子
魚肉,魚丁
酥油,酥油
烤肉醬,自製烤肉沾醬
預拌粉,鬆餅預拌粉
紅色色素,紅色食用色素Gel
滑菇,滑菇
麥麩,麥皮
冷凍蔬菜,冷凍蔬菜丁
白醋,白醋
中式麵餅,筋餅
黃雞魚,黃雞魚
髮菜,髮菜
紅梨,紅梨
二砂糖,未精製粗糖
西式香料,西式香料
鵝肉丸,鵝肉丸
青星九刺鮨,紅條
白醬,白醬
豬排蓋飯,勝丼
濃湯塊,北海道濃湯塊
水果,水果
甘梅,乾甜梅
四物藥包,四物
XO醬,X.O醬
苦苣,蟹爪菜
餅乾,RITZ奇福餅乾
酒粕鰈鱈,熟成酒粕鱈?
拌飯粉,調色食用拌飯粉
帕馬森起司,帕馬森cheese
蝦醬,蝦醬
奧勒岡,匹薩草
美祿,美祿粉
辣椒醬,老媽麻辣醬
堅果,切碎核果
橘子汁,橘子汁
柿種,柿種
牛脂,已融牛油
餅皮,千層薄皮 yufka
寒天粉,寒天粉
醬油膏,醬油膏
水,滾水
法式黃金清湯,法式黃金清湯
卡啦辣雞,卡啦辣雞
蒜酥,油蒜
蘇打餅,梳打餅碎
蔥,蔥花
薑,薑末
桃子,鶯哥桃
麥芽粉,麥芽粉
時鮭切片,時鮭切片
菠菜,波菜
雞翅,二節雞翅
七葉膽,七葉膽
吉利丁　,法棍
麻吉皮,莓娘皮
宮保醬,宮保醬
雞醬,泰式甜辣雞醬
冬瓜茶,冬瓜茶
橙皮,新鮮橘皮末
豬里肌肉排,里肌排
芹菜,芹菜
麥芽精,麥芽精
南瓜皮,蒸熟南瓜皮
堅果,mixed nuts
辣椒粉,辣椒粉
懷舊點心,懷舊點心
起司,起司球
消化餅乾,消化餅
鵝腸,鵝腸
蘇打餅,蘇打餅乾碎
蜜餞,什錦蜜餞
烤牛肉片,烤牛肉片
芭樂,世紀芭樂
蛋黃醬,日本蛋黃醬
菠菜,飛龍菜
起司,芝士絲
鮮味炒手,康寶少手
盤龍蔘,盤龍蔘
香魚,香魚
摩卡醬,摩卡醬
雞蛋,市售蛋蛋
醬油,煮友
抓餅,抓餅
香菇,生香菇
奶油,打發忌廉
飯團,御飯糰
水,清水
粄條,泰國進口的澱粉條
豬耳朵,豬頭殼肉
亨氏調味汁,Heinz Sauce
鹹菜,腌菜
生菜沙拉,和風沙拉
菜心,菜心
高湯,原味高湯
澄粉,橙粉
橘子醬,橘子醬
奧勒岡,乾俄力崗Oregano
義大利香料,義大利香粒
米,生米
炸?段,炸?段
醬菜,五木醬菜
橘子,海梨桶柑
牛骨,牛骨頭
甘露子,羅漢菜
本菇,九月菇
山藥,白山藥
蛋白粉,義大利蛋白霜粉
珠貝,珠貝
椰蓉,細椰蓉
熱狗,早餐腸
花生,鹹味熟花生粒
紅藻,紅藻
甜豌豆,甜荷蘭豆
氣泡水,氣泡水
餅皮,Q厚蛋餅皮
番茄,蕃 茄
蛤,毛蛤
包心芥菜,捲心芥菜
米,台東埤南米
帕馬森起司,帕米森起司
豬腱子肉,後腿腱肉
梗米,壽司飯
使君子,使君子
食茱萸,紅刺蔥
薑,薑黃
花生,辣花生粒
棉花糖,家樂福白色棉花糖
黃金菇,黃金菇
豆花,黃豆豆花
黃金菊,黃金菊
辣椒,紅 辣 椒
蟹肉,冷凍蟹盒
腰果,腰果
番薯,紫藷泥
炸魚,炸魚
花枝,花技
阿摩尼亞,氨粉
草菇,草姑
紅燒扣肉,紅燒扣肉
鵪鶉,鵪鶉
黃麻菜,黃麻菜
膨皮,炸膨皮
帕芙隆起士,帕芙隆起司
滷湯,滷湯
香柚醬,黃金香柚醬
箭竹筍,箭筍
鯊魚,鯊魚
雞腿肉,去骨雞腿肉
年糕,年糕片
芒果,海頓芒果
茄子,落蘇
四神湯,四神
榛果,市售榛果
咖啡,Espresso
蘭姆酒,rum
綠豆芽,銀芽
紅龜粿,紅龜糕
香菜,芫妥
高梁酒,38度金門高粱酒
哈密瓜,太陽洋香瓜
奇異果,黃金奇異果
燻肉,醃燻肉片
味增醬,韓國辣味噌
青江菜,青江菜
芋泥,蜜芋泥
彩色糖珠,彩色糖
莓果乾,蔓越苺果乾
蓮花,乾燥蓮花
焗烤起司,pizza用起司條
豬後腿肉,腿肉
巧克力,裝飾朱古力
甜菜,甜菜
紅茶,冰紅茶
烹大師堅魚風味,亨大師
燒鴨,烤鴨腿
薑,嫩薑片
鴨胗,鴨肫
黑色色素,黑色色膏
蕺菜,臭嗟草
茼蒿,角菜
艾草,艾葉
牛肉丸子,牛肉丸子
柚子茶,柚仔茶
梗米,粳米
餅乾,明治雙醬洋洋棒餅乾
義大利麵,Spaghetti
十穀粉,十穀粉
親子丼醬,親子丼醬
燒賣皮,白色燒賣皮
鴨肉,鴨肉
果醬,南洋鮮果醬
牛奶,生乳
美祿,美祿
麻糬,冰心Q麻吉
鴨肝,鴨肝
香酒汁,香酒汁
預拌粉,泡芙預拌粉
蔬菜,葉菜
紅甘魚,紅甘魚
蔥,香蔥
甘蔗渣,甘蔗渣
鰱魚,鰱魚頭
牛腩,牛腹肉
海膽,新鮮海膽
豬五花肉,腹脅肉
豆蔻,白豆蔻
米,泰國香米
老土司,老土司元春酒
東方美人茶,林復振東方美人茶
紅鳳菜,紅鳳菜
檸檬酸,檸檬酸納
茶葉,新鮮茶葉片
紅茶,伯爵茶葉
子排,五花小排
肩胛小排,板腱
野莧菜,野莧菜
泡打粉,無鋁泡達粉
蔬菜湯,蔬菜湯
法國麵粉,法國粉
羊里肌肉,羊里肌肉
火腿,米腿片
油蔥萬用醬,萬用醬
桂花,新鮮桂花
鴨柳,鴨柳
冰淇淋,雪糕
味增醬,韓式辣味噌
黑龍炒醬,黑龍炒醬
番茄,蕃茄丁
甜菊葉,甜菊葉
蘇打餅,香蔥蘇打餅乾
潛水艇堡,潛水艇堡
菠菜,菠菜葉連莖
綠橄欖,綠橄欖
子排,子排
魚骨,魚骨
雞蛋,egg
甜筒,甜筒餅乾
冰魚,冰魚
鴨蛋,鴉蛋
生菜沙拉,生菜沙拉
雞蛋,雞蛋
饅頭,山東大饅頭
靈芝,靈芝菇
炸大蝦,冷凍炸大蝦
火鍋料,桂冠火鍋Party系列
靈芝,靈芝菌
葡萄汁,葡汁
鏗魚香鬆,鏗魚香鬆
花生,焦黑花生
瑞士捲,瑞士卷
米豆,米豆
腸衣,腸衣
燉飯米,risotto rice
糯米,糯米
牛鞭,牛鞭
Sahnesteif,Sahnesteif
青嘴魚,青嘴仔
鹼水,鹼水
綠豆芽,豆 芽 菜
香茅,香芧乾
脆迪酥,脆笛酥
八珍中藥包,八珍藥材
素湯頭,素湯底
茶葉,乾茶
蒜,青蒜
甜椒,菜椒
奶酪,蜜草三色奶酪
小番茄,櫻桃小番茄
油蔥酥,蔥頭酥
紅捲鬚,紅捲鬚菜
虎豆,虎豆
芭樂,珍珠芭樂
貝果,比高包
菜脯,菜圃切碎
雞汁,豉油雞汁
甜菜,甜菜根
水,洗米水
菱角,菱角
小卷,脆卷
豬肉片,瘦肉片
孟宗竹筍,江南竹
母乳,母乳
鮮美鍋汁,鮮美鍋汁
奶油起司,Cream cheese
叻沙葉,越南芫荽
香菜,香根
臭草,小香草
酪梨,樟梨
蒟蒻,雷公槍
雞翅,雞翅
仙鶴草,仙鶴草
雪利酒,酒精加強葡萄酒
樹豆,樹豆
羊腰脊肉,羊腰脊肉
粄條,美濃板條
龍鳳果,龍鳳果罐頭
餅乾,手工餅乾
梅醬,辣梅醬
馬鈴薯,薯仔
香辣粉,墨西哥香辣粉
鍋燒意麵,鍋燒意麵
食鹽,玫瑰鹽
烤雞,烤雞
蛤乾,蛤乾
大白菜,大白菜心
奧勒岡,奧利岡葉
雞肉,公雞肉
羅勒子,羅勒子
杏鮑菇,杏飽菇
草苺泥,新鮮草苺泥
乳瑪琳,人造奶油
甜桃果泥,甜桃果泥
九層塔,新鮮蘿勒葉
燒酒雞藥包,燒酒雞中藥包
泰式酸辣湯塊,泰式酸辣湯
鬱金香,鬱金香
起司,cheese絲
芥蘭菜,芥蘭菜
塔皮,甜派皮
綜合穀麥片,綜合穀麥片
芡水,芡水
香柚醬,香柚醬
胡蘿蔔,紅蘿白絲
紅醬,茄汁醬
蕃紅花粉,蕃紅花粉
棉花糖,棉糖
落葵,胭脂菜
紅糯米,紅栗米
米豆,飯豆
鴨腿,骨腿
焗烤起司,焗烤起司條
飲氧品,飲氧品
雞醬,海南雞醬
五花豬肉片,五花薄片
酵母粉,速發酵母insteadyeast
火鍋粉,石頭火鍋調味粉
冬陰功,冬蔭醬
藥燉排骨湯,得意的一天-十全排骨湯包
酸奶油,酸奶SourCream
杏仁,杏仁粉
土司,吐司麵包
叻沙葉,越南香菜
芭樂,土芭樂
透抽,透抽
糖漿,糖葫蘆糖醬
假人蔘,波士蘭
豇豆,長豇豆
芥末,哇沙米
梗米,圓米
牛奶,水牛奶
鮭魚,三文魚
杜仲,膠木
荊芥,荊芥
鴨,母鴨
薑,薑
香菜,滿天星
滷元蹄,滷元蹄
馬鈴薯,小馬鈴薯
鯊魚,鯊魚肉
石蓮花,石蓮花
黑醬,黑豆醬
醬料包,醬料包
生菜沙拉,沙拉
茶凍粉,茶凍粉
肉干,肉干
紅扁豆,火鐮扁豆
夏威夷豆,夏威夷仁
蛇肉,紅尾蛇
柴魚粉,柴魚精
洛神花,乾燥洛神葵
柳松菇,柳菘菇
烤肉醬,烤肉醬
手指餅乾,自製手指餅乾
藥燉排骨湯,藥燉排骨湯
水,開水
甜桃,甜桃
大醬,韓式大豆醬
XO醬,ＸＯ醬
脆梅,醃梅
花生,香酥碎花生
歐防風,防風草根
帕馬森起司,現刨帕瑪森
柴魚粉,柴魚粉
鮪魚,鮪魚生魚片
通心粉,義大利通心粉
豆漿,微糖豆漿
鴿肉,乳鴿
蟹肉棒,火鍋蟹棒
餅皮,土式圓餅皮Yufka
覆盆子,覆盆
巧克力,白巧克
美乃滋,美 乃 滋
伍仔魚,鯃仔魚
可頌,迷你可頌
蒜蓉蔥油膏,蒜蓉蔥油膏
榛果,臻果
豬里肌,小里肌
豬絞肉,豬絞肉
古斯米,古斯古斯
牛菲力,菲力
蘑菇醬,青檸酸辣黑菇醬
豇菜,豇菜
河粉,越南河粉
雞脾菇,雞脾菇
米,長米
草莓,大草苺
辣椒,辣椒
龍眼,福圓
菜豆,粉豆
Haagen dazs,Haagen dazs
鴕鳥腩肉,鴕鳥腩肉
鴨,公鴨
雞腿,翅腿
小魚乾,魚仔乾
香菜,香 菜
荔枝,丹荔
炸粉,炸排粉
牛膝,牛膝
蜂蜜,蜂蜜糖漿
起司,芝司樂低脂口味
肉餡,肉排餡
美乃滋,美乃芝
奇亞籽,奇亞子
秀珍菇,秀菇
泡打粉,三達發粉
青龍菜,青龍菜
甜八寶,甜八寶
玫瑰花露,玫瑰花濃露
蛤,蛤蠣
黃瓜,黃瓜片
香菇,鮮香菇
雞汁,調味雞汁
輕煮汁,佃煮煮汁
鹽水鴨胸肉,鹽水鴨胸肉
椒鹽,香料共和國-原味椒鹽
鴻喜菇,鴻喜姑
皮刀魚,皮刀魚
雪花牛肉,雪花牛肉
麥麩,全麥麩
豬里肌,里肌肉
話梅,白話梅
葉綠素,液狀葉綠素
太白粉,菱粉
韭蔥,京蔥
法蘭克福腸,法蘭克福腸丁
海蝦,新鮮海蝦
蒜,蒜碎
葫蘆,葫蘆
高梁酒,金門高粱酒
甜豆,甜斗豆
火鍋粉,火鍋粉
海鮮濃湯,美極翡翠海鮮濃湯
培根,低脂培跟
橙皮,橙皮末
肉桂粉,肉桂粉
豬里肌肉片,里肌火鍋肉
肉鬆,肉松
胡蘿蔔,紅籮蔔
翅膀豆,楊桃豆
油豆腐,油泡
瑪斯卡彭起司,瑪斯卡澎cheese
蛋白粉,蛋白粉
蓮藕,蓮藕
竹蟶,竹蟶
排骨,小排骨
龍舌蘭蜜,龍舌蘭蜜
青花椰苗,青花椰苗
杏桃,杏子丁
酸菜魚鍋,酸菜魚鍋
豬肉,豬
雞胸肉,帶骨雞胸肉
甜椒,雙色彩椒切片
木炭,木炭
雪蓮,天山雪蓮
銀絲卷,冷凍銀絲捲
義大利麵,長意粉
薄鹽醬,薄鹽醬
銀杏,百果
豌豆芽,蝴蝶菜
孜然,孜然
飯友,日本飯友素
番紅花,藏紅花
帕馬森起司,碎帕馬森芝士
拉麵,扯麵
米粉,糙米粉
趖,鼎邊趖
米苔目,老鼠粄
野莧菜,山荇菜
洋甘菊茶包,洋甘菊茶包
糖漬橙片,糖漬橙絲
羅漢果,羅漢果
糙米粥,糙米粥
茶葉,生茶
植物油,清油
蒜花生碎,蒜花生碎
排骨,排骨肉
杏鮑菇,杏枹菇
螺,螺
鵝油,鵝油
毛蟹,北海道毛蟹
炸豆腐,炸豆腐
奧勒岡,奧利岡
火腿,雲腿絲
蛋黃醬,蛋黃醬 mayonnaise
辣椒,綠辣椒
九層塔,羅勒
醬爆蟹,醬爆蟹
孜然,安息茴香
梅醋,穀盛鮮梅健康酢
卡士達粉,卡士
豬後腿肉,豬棒腿
武林菜,武林菜
魚露,泰式魚露
石膏粉,石膏粉
青江菜,湯匙菜
玫瑰露,玫瑰露
西瓜,西瓜果肉
筍,小型筍子
甜塔皮,甜塔皮
豆腐,嫩豆腐
靈芝,靈芝片
青椒,綠椒絲
雞皮,雞皮
水果,果實
鮪魚,金槍魚
烏蔘,烏蔘
土司,超軟土司
預拌粉,甜甜圈預拌粉
馬茲拉起司,莫札雷拉起司
豆腐乳,南乳
黑木耳,樹雞
克林姆餡,克寧姆餡
豬梅花肉,前赤肉
亞達子,亞達子
黑喉,黑喉
油,炒菜油
菜豆,四 季 豆
起司,起士
無籽加州梅,無籽加州梅
豬梅花肉,梅花肉
麝香草,麝香草
胛心排,排骨頭
柳松菇,柳松菇
丹貝,天培
鴨,母鴨一隻
麵,麵條
豬梅花肉,梅頭豬扒
鴨梨,白梨
咖啡酒,卡魯哇咖啡香甜酒
堅果,細切的核果
Oreo餅乾,歐利歐餅乾不含夾心
海膽,北海道小海膽
植物油,100%純茶籽油
鴨肉湯頭,鴨肉湯頭
花椰菜,青花菜
放山雞,仿山雞
蛋末,蛋末
葡萄,提子
嘴邊肉,豬頰肉
雪裡紅,春不老
胛心排,前排
豬肉片,新鮮肉片
胡蘿蔔,胡蘿蔔
酒,老酒
土司,去邊吐司
木耳,泡發木耳
焗豆,焗豆
花豆,花柳豆
甘露子,土蛹
八角,大茴香
糖漬橙片,自製糖漬橙絲
沙拉醬,白沙拉
東阿阿膠,東阿阿膠
麥粉,Flour
貢丸,肉丸子
人蔘,人參片
蟹肉,螃蟹肉
莧菜,莧菜
烤肉醬,牛角燒烤醬
紹興酒,女兒酒
脆漿粉,裹粉：脆酥粉
蛤,蛤仔
醋,酢精
亞麻籽,亞麻籽人
核桃酥,核桃酥
雞蛋,冷凍蛋蛋
水,鹹水
西班牙辣腸,西班牙辣腸
養樂多,多多
佛手瓜,佛手瓜
梅菜,梅乾菜
花生,去皮無油花生
紅燒湯底,1.紅燒湯底
封仔雞,封仔雞
沙薑,番鬱金
火腿,熟火腿片
乳瑪琳,瑪琪琳
番茄,番切
熟油,熟油
消化餅乾,消化餅乾屑
白乳酪,白乳酪
奶酥,奶酥
焦糖脆餅,比利時蓮花焦糖脆餅
土司,方包
玉米,玉蜀黍
青嘴魚,龍占
起司,奶酪
元宵,抹茶元宵
辣椒粉,粗辣椒粉
古斯米,庫斯庫斯
蝦味先,蝦味先
蔬菜,冷凍蔬果
醬油露,醬油露
蒔蘿,蒔羅
荸薺,背薺
小茴香,茴香
三色蔬菜,冷凍三色豆
柳橙,榴橙
蝦夷蔥,蝦夷蔥
葉綠素,天然葉綠素
海蝦,阿根廷天使紅蝦
碳酸氫銨,碳銨
興渠,興渠
麥芽,麥芽膏
貝禮詩奶酒,奶酒
樹子,破布籽醬
和風醬,味滋康和風醬
苦瓜,青珍珠苦瓜
花生,花生
魚露,日式魚醬油露
牛肝菌,乾燥Porcini
馬茲拉起司,莫札瑞拉起司
苦瓜,白苦瓜
饅頭,材料Ａ：饅頭
優酪乳,Costco酸奶
茅根,白茅草
雞腿肉,雞腿肉塊
蜂蜜,山茶蜜
軟糖,小熊軟糖
馬茲拉起司,MOZZARELLA
粉紅色著色劑,粉紅著色劑
生仁,生仁
蔥,青蔥絲
煎餅,格子煎餅
大白菜,大白菜
蕺菜,狗貼耳
白蘿蔔,白大蘿蔔
蔥油,香蔥油
芋圓,生芋圓
芋泥,蒸熟芋泥
紹興酒,紹興酒
草果,草果
亨氏調味汁,亨氏調味汁
水,冰水
豆干,豆腐乾
紐約克牛排,紐約客
醃菜,醃菜
花生醬,花生醬
脆漿粉,D.脆酥粉
豆腐乳,豆腐乳
牛肚,毛肚
陳皮,廣皮
覆盆子,紅莓
熟蛋,荷包蛋
食鹽,食用鹽
法國麵包,自製法棍
巧克力糖,巧克力糖
莫佐瑞拉起司,莫佐瑞拉起司
奧勒岡,俄力岡草
柴魚粉,柴魚素
乾果,綜合果仁
義大利香料,義大利陳年香料醬
加州李,美國恐龍蛋
荸薺,馬蹄片
鮮味湯頭,鮮味湯頭
豆豉,幽菽
奶油湯,奶油蘑菇湯
氣泡酒,氣泡酒
排骨,豬小排骨
餅乾派殼,即食餅乾派殼
目孔魚,金帶細?
吉利丁　,Gelatin
布利乳酪,Brie
烤肉醬,花生燒烤醬
青江菜,青江白菜
杏桃,杏桃
味噌,紅味增醬
橘子,檸檬柑
話梅,甘甜梅
紅色色素,紅色素
貝果,Bagel
西洋芹菜,西芹
鰱魚,鰱
奶油,凍牛油粒
蝦籽,干?籽
穀片,早餐穀片
鰻魚,鰻
薤,薙頭
番薯,金薯
鴨翅膀,鴨翅膀
蒜蓉蔥油膏,油膏醬
山竹,莽吉柿
樹薯,樹署粉
蓮子,連子
糯米,黑秈糯米
瑞可達起司,里考塔
角椒,羊角椒
瑪斯卡彭起司,MarscarponeCheese
裝飾糖粒,糖飾
素肉躁,素肉躁
鹼油,鹼油
蔥,蔥白細末
白酒麴,白麴
印度香料,印度綜合香料
酵母粉,快發酵母
海菜,綠海菜
涼糕,涼糕
蹄膀,豬腳蹄
橘子,椪柑
沙茶醬,沙茶
罌粟籽粉,罌粟籽粉
雞精粉,?粉
竹炭粉,備長炭粉
莧菜,莧菜葉
玉米筍,番麥筍
甜菊葉,甜菊糖
客家小炒,客家小炒
土魠魚,鰆仔魚
海鮮粉,海鮮粉
椰糖,椰花蜜糖
辣椒,朝指椒
一夜干,一夜干
酸辣醬,泰式醬
蔥油餅,卡好蔥油派
黑加網,黑加網
胡椒粉,白椒粉
二層肉,僧帽肌
伍仔魚,印度鮭
年糕醬,韓式年糕醬
牛腰,腰肉
海鹽,鹽之花
貝禮詩奶酒,貝里斯奶酒
酸菜,酸菜
三夾雞,三夾雞
芸豆卷,芸豆卷
洋菇,蘑菇片
太白粉,泰國生粉
人蔘,蔘片
香蘋茶,異國香蘋茶
花枝,墨魚
鴨腳,鴨爪
娃娃菜,抱子芥菜
紫蘇梅,紫蘇梅
莓果乾,莓果乾
蘿蔓萵苣,蘿美生菜
豬大腸頭,豬大腸頭
腐皮,腐衣
奧勒岡,味好美俄立岡
色素,淺黃色黃食用色素
雞里肌肉,雞里肌
桑枝,桑枝
大頭菜,無菁
藜麥,小小米
人蔘,蔘根
涼拌茄段,涼拌茄段
黨參,黨參片
薏仁,薏仁粉
油魚,圓鱈片
芝麻糖粉,芝麻糖粉
麻竹筍,大綠竹
鹽水,鹽水
蒟蒻,蒟 蒻
菜豆,醜豆
綠藻,綠藻
豉油,豉油
排骨,豬排骨
茶梅,茶梅
慈菇,剪刀草
覆盆子,野莓
柑桔,橙桔
韓式煎餅粉,韓式煎餅粉
味噌,辛口味噌
巴西里,歐芹
蔘鬚,蔘鬚
薤,莞茜
芫荽子,芫荽子
五爪金英,五爪金英
土司,toast
五彩辣椒,五彩椒
九孔,孔雀貝
蟹肉棒,越前棒
麥角,麥角
海瓜子,海瓜子
花生,原味花生
小黃皮,小黃皮
食鹽,五香淮鹽
瑪斯卡彭起司,馬卡司彭起司 Mascarpone cheese
蝦餅,黃金蝦餅
豬舌,豬舌頭
腐皮,豆腐皮
牛脂,牛脂
紅梗珍珠菜,紅梗珍珠菜
梨子,將軍蜜梨
香樁,香樁葉
硝鹽,硝鹽
橄欖,黑橄欖
豬里肌,豬里肌肉
去筋麵粉,去筋麵粉
乳瑪琳,雅瑪琳
筍乾,筍干
海底芙蓉,海底芙蓉
胡蘿蔔,胡蘿菠
墨魚醬,西班牙墨魚汁方便包
甘藍芽,孢子甘藍
石蓮花,石蓮花瓣
蘋果,津經蜜蘋果
乾螺頭,乾螺頭
北極貝,北極貝
奧勒岡,奧莉岡
番石榴,安石榴
蜜漬橙皮丁,蜜漬橙皮
奶混合奶油,奶混合奶油
高湯,康寶排骨湯塊
椰果,罐頭椰果
琵琶膏,琵琶膏
餅乾棒,餅乾棒
珠雞,珠雞
椒麻花生,椒麻花生
塘虱?,塘虱?
滷汁,滷肉湯
胡蘿蔔汁,胡蘿蔔汁
歐防風,歐洲防風
小籠湯包,小籠湯包
切達起司,切達起司
花生,花生顆粒
鍋貼,冷凍鍋貼
巴西蘑菇,巴西摩菇
梅干扣肉,自製梅干扣肉
節瓜,櫛瓜丁
花椒,生紅花椒
樹子,有機破布子
魚丸,丸子
紅燒茄汁湯,紅燒茄汁湯
酒麴,酒麴
甜椒,柿子椒
蛋油,市售蛋油
海蝦,海大蝦
